Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2013-0314-CHN,2013,314,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Benzilan village (Deqin Xian area, Deqen Tibetan district, Yunnan Sheng province)",,"Slide (land, mud, snow, rock)",,,,,,6,Richter,28.2425,99.3502,8:04,,2013,8,31,2013,8,31,3,50,538000,,538050,,,155000,91.12079403,2,,13317,D??q??n Tibetan (Adm2).
2013-0235-IDN,2013,235,EQ-2013-000073,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Aceh Tengah, Bener Meriah districts (Nangroe Aceh Darussalam province)",,"Slide (land, mud, snow, rock)",,Yes,,,,6,Richter,4.645,96.665,,,2013,7,2,2013,7,2,48,2532,53403,,55935,,,130000,91.12079403,2,,73629;73650,"Aceh Tengah, Bener Meriah (Adm2)."
2013-0151-AFG,2013,151,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,"Kama, Dehbala, Lalpur, Surkhrod, Kuzkunar, Sherzad, Khogyani, Chaparhar, Dara-e-Nur, Goshta, Durbaba, Muhmand Dara, Behsud, Jalalabad, Batikot, Hesarak, Shinwar, Achin districts (Nangarhar province), Nurgal, Khaskunar, Sarkani, Chawkay (Kunar province)",,,,,,,,6,Richter,34.526,70.22,,,2013,4,24,2013,4,24,18,141,3390,,3531,,,,91.12079403,2,,3628;3630;3634;3636;3654;3655;3656;3657;3658;3659;3660;3661;3663;3664;3665;3666;3667;3671;3672;3673;99913;99928,"Achin, Batikot, Behsud, Chaparhar, Chawkay, Dara-e-Nur, Dehbala, Durbaba, Goshta, Hesarak, Jalalabad, Kama, Khaskunar, Khogyani, Kuzkunar, Lalpur, Muhmand Dara, Nurgal, Sarkani, Sherzad, Shinwar, Surkhrod (Adm2)."
2013-0359-AFG,2013,359,,Technological,Technological,Industrial accident,Collapse,,Coal mine,Afghanistan,AFG,Southern Asia,Asia,Ruyi Du Ab district (Samangan),,,,,No,No,,,m3,,,,,2013,9,15,2013,9,15,28,17,,,17,,,,91.12079403,,,,
2013-0132-BGD,2013,132,,Technological,Technological,Industrial accident,Collapse,,Textil factory building,Bangladesh,BGD,Southern Asia,Asia,Savar (Dhaka),,,,,No,No,,,m3,,,,,2013,4,,2013,4,,1127,1200,,,1200,,,,91.12079403,,,,
2013-0081-CHN,2013,81,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Eryuan Xian, Yangbi Yi Zizhixian, Yunlong Xian areas (Dali Bali district, Yunnan Sheng province)",,,,,,,,5,Richter,25.98,99.812,,,2013,3,3,2013,3,3,,30,417170,10540,427740,,,56000,91.12079403,2,,13312,Dali Bai (Adm2).
2013-0116-CHN,2013,116,EQ-2013-000046,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Lushan area (Ya'an district, Sichuan Sheng province)",,,,,,,,7,Richter,30.308,102.888,8:02,,2013,4,20,2013,4,20,198,14785,2184000,,2198785,,23000,6800000,91.12079403,2,,13269,Ya'an (Adm2).
2013-0470-CHN,2013,470,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Changling area (Songyuan district, Jilin Sheng province)",,,,,,,,5,Richter,44.5993,124.1681,6:04,,2013,11,22,2013,11,23,,,58300,,58300,,,,91.12079403,2,,13174,Songyuan (Adm2).
2013-0555-CHN,2013,555,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Badong area (Enshi Tujia and Miao district, Hubei Sheng province), Zigui, Xingshan areas (Yichang district, Hubei Sheng province)",,,,,,,,5,Richter,31.066,110.412,1.04,,2013,12,16,2013,12,16,,,90500,,90500,,,6300,91.12079403,2,,13120;13128,"Enshi Tujia and Miao, Yichang (Adm2)."
2013-0563-CHN,2013,563,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Dali Bai district (Yunnan Sheng province),,,,,,,,5,Richter,25.953,99.782,9:45,,2013,4,17,2013,4,17,,10,80545,,80555,,,38000,91.12079403,2,,13312,Dali Bai (Adm2).
2013-0581-CHN,2013,581,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Keping Xian area (Aksu district, Xinjiang Uygur Zizhiqu province)",,,,,,,,5,Richter,40.253,78.944,,,2013,12,1,2013,12,1,,,,2000,2000,,,,91.12079403,2,,13287,Aksu (Adm2).
2013-0020-IDN,2013,20,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Nangroe Aceh Darussalam province,,,,,,,,6,Richter,4.927,95.907,,,2013,1,22,2013,1,22,1,15,500,,515,,,,91.12079403,1,1512,,Nangroe Aceh Darussalam (Adm1).
2013-0436-IDN,2013,436,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Nangroe Aceh Darussalam province,,,,,,,,5,Richter,5.1033,95.9709,12:40,,2013,10,22,2013,10,22,1,3,2735,,2738,,,,91.12079403,1,1512,,Nangroe Aceh Darussalam (Adm1).
2013-0128-IDN,2013,128,,Technological,Technological,Industrial accident,Collapse,,Gold mine,Indonesia,IDN,South-Eastern Asia,Asia,Gasberg mine (Papua province),,,,,No,No,,,m3,,,,,2013,5,14,2013,5,14,28,,10,,10,,,,91.12079403,,,,
2013-0140-IND,2013,140,EQ-2013-000056,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,Administrive unit not available district (Jammu and Kashmir province),,,,,,,,6,Richter,33.061,75.863,12:27,,2013,5,1,2013,5,1,3,70,59280,,59350,,,120000,91.12079403,2,,72809,Administrative unit not available (Adm2).
2011-0401-IND,2011,401,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,India,IND,Southern Asia,Asia,Near Darjeeling,,,,,No,No,,,,,,,,2011,10,22,2011,10,23,32,,,,,,,,87.98460292,,,,
2011-0399-NPL,2011,399,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,Nepal,NPL,Southern Asia,Asia,Gorkha district,,,,,No,No,,,,,,,,2011,10,22,2011,10,22,42,,4,,4,,,,87.98460292,,,,
2012-0417-MMR,2012,417,EQ-2012-000190,Natural,Geophysical,Earthquake,Ground movement,,,Myanmar,MMR,South-Eastern Asia,Asia,"Chaung-U area (Monywa district, Sagaing province), Kyaukmyaung village (Shwebo district, Sagaing province), Myaung area (Sagaing district, Sagaing province), Mogok, Singu, Thabeikkyin areas (Pyin-Oo-Lwin district, Mandalay province), Kyaukse district (Mandalay province)",,"Slide (land, mud, snow, rock)",,,,,,7,Richter,23.005,95.885,7:42,,2012,11,11,2012,11,11,38,231,1255,,1486,,,1170,89.80529293,2,,41801;41806;41819;41820;41821,"Kyaukse, Monywa, Pyin-Oo-Lwin, Sagaing, Shwebo (Adm2)."
2012-0035-PAK,2012,35,,Technological,Technological,Miscellaneous accident,Collapse,,Factory,Pakistan,PAK,Southern Asia,Asia,Lahore,Gaz explosion,,,,No,No,,,,,,,,2012,2,6,2012,2,6,29,13,,,13,,,,89.80529293,,,,
2013-0135-IND,2013,135,,Technological,Technological,Miscellaneous accident,Collapse,,Building,India,IND,Southern Asia,Asia,Bombay,,,,,No,No,,,,,,,,2013,2,4,2013,2,4,72,69,,,69,,,,91.12079403,,,,
2013-0584-IND,2013,584,,Technological,Technological,Miscellaneous accident,Collapse,,Building,India,IND,Southern Asia,Asia,Mumbai,,,,,No,No,,,,,,,,2013,9,27,2013,9,27,61,32,,,32,,,,91.12079403,,,,
2013-0099-PAK,2013,99,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,"Mashkhel area (Chagai district, Balochistan province), Washuk area (Kharan district, Balochistan province), Karachi Central District, Karachi East District, Karachi South District, Karachi West District districts (Sindh province)",,,,,,,,8,Richter,28.033,61.996,,,2013,4,16,2013,4,16,41,175,15000,,15175,,,,91.12079403,2,,23614;23619;40392;40393;40394;40395,"Chagai District, Karachi Central District, Karachi East District, Karachi South District, Karachi West District, Kharan District (Adm2)."
2013-0381-PAK,2013,381,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,"Awaran District, Chagai District, Gwadar District, Kech District, Khuzdar District, Panjgur District districts (Balochistan province)",,,,,,,,8,Richter,26.951,65.5009,16:29,,2013,9,24,2013,9,24,399,599,185150,,185749,,,100000,91.12079403,2,,23614;23616;23625;40289;40298;40300,"Awaran District, Chagai District, Gwadar District, Kech District, Khuzdar District, Panjgur District (Adm2)."
2013-0484-PAK,2013,484,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,Awaran District district (Balochistan province),,,,,,,,7,Richter,27.1825,65.5052,12:34,,2013,9,28,2013,9,28,22,50,,,50,,,,91.12079403,2,,40289,Awaran District (Adm2).
2014-0281-CHN,2014,281,EQ-2014-00102,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Longtoushanzhen, Zhaotong cities (Ludian area, Zhaotong district, Yunnan Sheng province), Qiaojia area (Zhaotong district, Yunnan Sheng province), Huize area (Qujing district, Yunnan Sheng province), Guizhou Sheng, Sichuan Sheng provinces",,"Slide (land, mud, snow, rock)",,,,,,6,Richter,27.1891,103.4086,16:30,,2014,8,3,2014,8,3,731,3413,1117100,,1120513,,,5000000,92.59898057,1;2,905;924,13304;13306,"Guizhou Sheng, Sichuan Sheng (Adm1). Qujing, Zhaotong (Adm2)."
2014-0086-CHN,2014,86,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Yutian Xian area (Khotan district, Xinjiang Uygur Zizhiqu province)",,,,,,,,7,Richter,35.9053,82.5864,5:19,,2014,2,12,2014,2,12,,,450000,,450000,,,174000,92.59898057,2,,13290,Khotan (Adm2).
2014-0129-CHN,2014,129,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Xiluoduzhen village (Zhaotong district, Yunnan Sheng province)",,,,,,,,5,Richter,28.174,103.619,6:40,,2014,4,4,2014,4,4,,21,75000,,75021,,,80000,92.59898057,2,,13306,Zhaotong (Adm2).
2014-0173-CHN,2014,173,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Yingjiang area (Dehong Dai and Jingpo district, Yunnan Sheng province)",,,,,,,,6,Richter,24.974,97.844,4:49,,2014,5,24,2014,5,24,,15,225000,,225015,,,60000,92.59898057,2,,13314,Dehong Dai and Jingpo (Adm2).
2014-0177-CHN,2014,177,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Yingjiang area (Dehong Dai and Jingpo district, Yunnan Sheng province)",,,,,,,,6,Richter,24.9997,97.845,9:20,,2014,5,30,2014,5,30,,45,184678,,184723,,,2000,92.59898057,2,,13314,Dehong Dai and Jingpo (Adm2).
2014-0449-CHN,2014,449,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Yongping Xian area (Dali Bai district, Yunnan Sheng province)",,,,,,,,6,Richter,23.3834,100.4702,9:50,,2014,10,7,2014,10,7,1,324,255000,,255324,,,274000,92.59898057,2,,13312,Dali Bai (Adm2).
2014-0464-CHN,2014,464,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Sichuan Sheng province,,,,,,,,6,Richter,30.3398,101.7374,16:55,,2014,11,22,2014,11,22,5,65,82200,90,82355,,,50000,92.59898057,1,924,,Sichuan Sheng (Adm1).
2014-0544-CHN,2014,544,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Weiyuan Xian area (Dingxi district, Gansu Sheng province)",,,,,,,,6,Richter,23.3577,100.533,,,2014,12,6,2014,12,6,1,22,,2000,2022,,,,92.59898057,2,,13022,Dingxi (Adm2).
2015-0476-AFG,2015,476,EQ-2015-000147,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,"Badakhshan, Baghlan, Ghazni, Kapisa, Khost, Kunar, Nangarhar, Paktya, Panjsher, Parwan, Takhar, Kunduz, Nuristan, Laghman, Kabul provinces",,,,,,,,8,Richter,36.5244,70.3676,13:39,,2015,10,26,2015,10,26,115,58080,,34645,92725,,,,92.70882199,1,272;274;279;284;286;287;288;289;290;292;294;296;300;99879;99880,,"Badakhshan, Baghlan, Ghazni, Kabul, Kapisa, Khost, Kunar, Kunduz, Laghman, Nangarhar, Nuristan, Paktya, Panjsher, Parwan, Takhar (Adm1)."
2015-0571-AFG,2015,571,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,"Ashkasham town (Eshkmesh district, Badakhshan province)",,,,,,,,6,Richter,36.4935,71.1263,23:45,,2015,12,25,2015,12,25,,12,,395,407,,,,92.70882199,2,,3448,Eshkmesh (Adm2).
2015-0144-BGD,2015,144,EQ-2015-000048,Natural,Geophysical,Earthquake,Ground movement,,,Bangladesh,BGD,Southern Asia,Asia,"Savar area (Dhaka district, Dhaka province), Narayanganj, Gazipur, Gopalganj districts (Dhaka province), Sunamganj district (Sylhet province), Comilla, Feni districts (Chittagong province), Habiganj district (Sylhet province), Gangachara area (Rangpur district, Rangpur province), Gaibandha district (Rangpur province), Rajshahi, Naogaon, Bogra, Pabna districts (Rajshahi province)",,,,,,,,8,Richter,28.2305,84.7314,,,2015,4,25,2015,4,25,4,200,,,200,,,,92.70882199,2,,5771;5773;5778;5780;5781;5788;5805;5807;5811;5815;5817;5818;5821;5823,"Bogra, Comilla, Dhaka, Feni, Gaibandha, Gazipur, Gopalganj, Habiganj, Naogaon, Narayanganj, Pabna, Rajshahi, Rangpur, Sunamganj (Adm2)."
2015-0078-CHN,2015,78,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Shawan area (Tacheng district, Xinjiang Uygur Zizhiqu province)",,,,,,,,5,Richter,44.133,85.568,,,2015,2,22,2015,2,22,,,8640,,8640,,,14650,92.70882199,2,,13293,Tacheng (Adm2).
2015-0125-CHN,2015,125,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Zhenkang Xian, Cangyuan Wa Zizhixian, Gengma Dai-Wa Zizhixian areas (Lincang district, Yunnan Sheng province)",,,,,,,,5,Richter,23.566,98.854,18:25,,2015,3,1,2015,3,1,,32,,2000,2032,,,15000,92.70882199,2,,13318,Lincang (Adm2).
2015-0144-CHN,2015,144,EQ-2015-000048,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Shigatse district (Xizang Zizhiqu province),,,,,,,,8,Richter,28.2305,84.7314,,,2015,4,25,2015,4,25,29,383,200000,7500,207883,,,,92.70882199,2,,13299,Shigatse (Adm2).
2015-0175-CHN,2015,175,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Shigatse district (Xizang Zizhiqu province),,,,,,,,7,Richter,27.8087,86.0655,12:50,,2015,5,12,2015,5,12,1,,,,,,,,92.70882199,2,,13299,Shigatse (Adm2).
2015-0271-CHN,2015,271,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Xilkiqi village (Pishan area, Khotan district, Xinjiang Uygur Zizhiqu province)",,,,,,,,6,Richter,37.4593,78.1542,9:07,,2015,7,3,2015,7,3,3,263,,9000,9263,,,3200,92.70882199,2,,13290,Khotan (Adm2).
2015-0272-CHN,2015,272,,Technological,Technological,Industrial accident,Collapse,,Shoes factory,China,CHN,Eastern Asia,Asia,Weling (Zeijiang province),,,,,No,No,,,m3,,,,,2015,7,4,2015,7,4,12,33,,,33,,,,92.70882199,,,,
2015-0350-CHN,2015,350,,Technological,Technological,Industrial accident,Collapse,,Mine,China,CHN,Eastern Asia,Asia,Shangluo (Shaanxi province),,,,,No,No,,,m3,,,,,2015,8,12,2015,8,12,65,,,,,,,,92.70882199,,,,
2015-0592-CHN,2015,592,,Technological,Technological,Industrial accident,Collapse,,Coal mine,China,CHN,Eastern Asia,Asia,Datong city (Shanxi),,,,,,,,,m3,,,,,2015,4,19,2015,4,19,21,,,,,,,,92.70882199,,,,
2016-0002-BGD,2016,2,,Natural,Geophysical,Earthquake,Ground movement,,,Bangladesh,BGD,Southern Asia,Asia,"Dhaka, Jamalpur districts (Dhaka province), Rajshahi district (Rajshahi province), Lalmonirhat, Panchagarh districts (Rangpur province)",,,,,,,,7,Richter,24.804,93.65,,,2016,1,3,2016,1,3,5,70,,,70,,,,93.87843648,2,,5778;5782;5810;5816;5817,"Dhaka, Jamalpur, Lalmonirhat, Panchagarh, Rajshahi (Adm2)."
2016-0103-CHN,2016,103,,Technological,Technological,Industrial accident,Collapse,,Hoist,China,CHN,Eastern Asia,Asia,"Mayong village (Dongguan district, Guangdong Sheng province)",,,,,,,,,m3,,,,,2016,4,13,2016,4,13,18,4,,,4,,,,93.87843648,2,,13044,Dongguan (Adm2).
2014-0186-IDN,2014,186,,Technological,Technological,Industrial accident,Collapse,,Building in construction,Indonesia,IDN,South-Eastern Asia,Asia,"Samarinda, Kalimantan province (Born̩o)",,,,,No,No,,,m3,,,,,2014,6,3,2014,6,3,15,3,,,3,,,,92.59898057,,,,
2014-0374-IDN,2014,374,,Technological,Technological,Industrial accident,Collapse,,Gold mine,Indonesia,IDN,South-Eastern Asia,Asia,Borneo,,,,,No,No,,,m3,,,,,2014,10,5,2014,10,5,18,,,,,,,,92.59898057,,,,
2014-0576-IDN,2014,576,,Technological,Technological,Industrial accident,Collapse,,,Indonesia,IDN,South-Eastern Asia,Asia,"illegal gold mine, Dageuwo village, Papua province",,,,,No,No,,,m3,,,23:00,,2014,7,1,2014,7,1,13,2,,,2,,,,92.59898057,2,,17996,Paniai (Adm2).
2014-0201-IND,2014,201,,Technological,Technological,Industrial accident,Collapse,,Building in construction,India,IND,Southern Asia,Asia,Chennai (Tamil Nadu),,,,,No,No,,,m3,,,,,2014,6,28,2014,6,28,61,27,,,27,,,,92.59898057,,,,
2014-0207-IND,2014,207,,Technological,Technological,Industrial accident,Collapse,,Building,India,IND,Southern Asia,Asia,Canacona (Goa state),,,,,No,No,,,m3,,,,,2014,1,4,2014,1,4,32,14,,,14,,,,92.59898057,,,,
2014-0206-IND,2014,206,,Technological,Technological,Miscellaneous accident,Collapse,,Building,India,IND,Southern Asia,Asia,New Delhi,,,,,No,No,,,,,,,,2014,6,28,2014,6,28,10,,,,,,,,92.59898057,,,,
2014-0354-PAK,2014,354,,Technological,Technological,Miscellaneous accident,Collapse,,Mosquee,Pakistan,PAK,Southern Asia,Asia,Lahore,,,,,No,No,,,,,,,,2014,9,9,2014,9,9,24,,,,,,,,92.59898057,,,,
2014-0159-THA,2014,159,,Natural,Geophysical,Earthquake,Ground movement,,,Thailand,THA,South-Eastern Asia,Asia,"Chiang Rai, Chiang Mai, Lampang, Lamphun, Mae Hong Son, Phayao, Phrae, Nan provinces",,,,,,,,6,Richter,19.6557,99.6696,18:08,,2014,5,5,2014,5,5,1,23,17500,,17523,,15000,62000,92.59898057,1,2859;2860;2868;2869;2872;2881;2891;2897,,"Chiang Mai, Chiang Rai, Lampang, Lamphun, Mae Hong Son, Nan, Phayao, Phrae (Adm1)."
2015-0216-MYS,2015,216,,Natural,Geophysical,Earthquake,Ground movement,,,Malaysia,MYS,South-Eastern Asia,Asia,Ranau district (Sabah province),,"Slide (land, mud, snow, rock)",,,,,,6,Richter,5.987,116.541,,,2015,6,5,2015,6,5,24,10,,,10,,,2,92.70882199,2,,37419,Ranau (Adm2).
2015-0144-NPL,2015,144,EQ-2015-000048,Natural,Geophysical,Earthquake,Ground movement,,,Nepal,NPL,Southern Asia,Asia,"Gorkha area (Gandaki district, Western province), Dolakha, Ramechhap areas (Janakpur district, Central province), Bagmati district (Central province)",,"Slide (land, mud, snow, rock)",,Yes,,,,8,Richter,28.2305,84.7314,11:56,,2015,4,25,2015,4,25,8831,17932,5621790,,5639722,,100000,5174000,92.70882199,2,,22351;22352;22363,"Bagmati, Gandaki, Janakpur (Adm2)."
2015-0175-NPL,2015,175,,Natural,Geophysical,Earthquake,Ground movement,,,Nepal,NPL,Southern Asia,Asia,"Kathmandu, Sindhupalchok areas (Bagmati district, Central province), Dolakha area (Janakpur district, Central province)",,"Slide (land, mud, snow, rock)",,,,,,7,Richter,27.8087,86.0655,12:50,19km SE of Kodari,2015,5,12,2015,5,12,138,2428,,,2428,,,,92.70882199,2,,22351;22352,"Bagmati, Janakpur (Adm2)."
2015-0415-IDN,2015,415,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Sorong district (Papua Barat province),,,,,,,,7,Richter,-0.621,131.262,12:53,,2015,9,24,2015,9,24,,62,12185,,12247,,,,92.70882199,2,,73855,Sorong (Adm2).
2015-0144-IND,2015,144,EQ-2015-000048,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,"Bihar, Uttar Pradesh, West Bengal, Sikkim provinces",,,,,,,,8,Richter,28.2305,84.7314,,,2015,4,25,2015,4,25,78,560,,,560,,,,92.70882199,1,1507;1511;70073;70081,,"Bihar, Sikkim, Uttar Pradesh, West Bengal (Adm1)."
2015-0175-IND,2015,175,,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,Bihar province,,,,,,,,7,Richter,27.8087,86.0655,12:35,,2015,5,12,2015,5,12,20,,,,,,,,92.70882199,1,70073,,Bihar (Adm1).
2015-0476-IND,2015,476,EQ-2015-000147,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,"Administrative unit not available districts (Jammu and Kashmir province), Delhi, Punjab provinces",,,,,,,,8,Richter,36.5244,70.3676,13:39,,2015,10,26,2015,10,26,,10,,,10,,,,92.70882199,1;2,1489;1505,72789;72802;72810;72851,"Delhi, Punjab (Adm1). Administrative unit not available (Adm2)."
2015-0110-MMR,2015,110,,Technological,Technological,Industrial accident,Collapse,,Jade mine,Myanmar,MMR,South-Eastern Asia,Asia,Hpakant (Kachin state),,,,,No,No,,,m3,,,,,2015,3,30,2015,3,30,30,,,,,,,,92.70882199,,,,
2015-0476-PAK,2015,476,EQ-2015-000147,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,"Islamabad District district (Islamabad province), Chakwal District, Gujranwala District, Jhang District, Jhelum District, Kasur District, Mianwali District, Multan District, Muzaffargarh District, Narowal District, Rawalpindi District, Sahiwal District, Sargodha District, Sheikhupura District districts (Punjab province), Azad area (Jammu and Kashmir province), North-West Frontier province",,,,,,,,8,Richter,36.5244,70.3676,14:09,,2015,10,25,2015,10,25,280,1745,366945,133900,502590,,,,92.70882199,1;2,2275;40408,23638;23656;23661;23662;23663;23668;23670;23674;23676;23677;40360;40373;40375;40381,"Jammu and Kashmir (Administrative unit not available), North-West Frontier (Adm1). Chakwal District, Gujranwala District, Islamabad District, Jhang District, Jhelum District, Kasur District, Mianwali District, Multan District, Muzaffargarh District, Narowal District, Rawalpindi District, Sahiwal District, Sargodha District, Sheikhupura District (Adm2)."
2015-0571-PAK,2015,571,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,Khyber Agency district (Federally Administrered Tribal Areas province),,,,,,,,6,Richter,36.4935,71.1263,,,2015,12,25,2015,12,25,3,85,,,85,,,,92.70882199,2,,23632,Khyber Agency (Adm2).
2015-0493-PAK,2015,493,,Technological,Technological,Industrial accident,Collapse,,Factory,Pakistan,PAK,Southern Asia,Asia,Sundar (Punjab),,,,,No,No,,,m3,,,,,2015,11,4,2015,11,4,45,103,,,103,,,,92.70882199,,,,
2016-0019-IDN,2016,19,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Maluku, Maluku Utara provinces",,,,,,,,6,Richter,-3.863,127.229,,,2016,1,16,2016,1,16,,8,360,,368,,,,93.87843648,1,73615;73616,,"Maluku, Maluku Utara (Adm1)."
2016-0002-IND,2016,2,,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,"Guwahati city (Kamrup district, Assam province), East Imphal, West Imphal, Senapati, Thoubal, Bishnupur, Tamenglong districts (Manipur province)",,,,,,,,7,Richter,24.804,93.65,,,2016,1,3,2016,1,3,8,308,10500,,10808,,,75000,93.87843648,2,,17583;70188;70191;70192;70193;70194;70196,"Bishnupur, East Imphal, Kamrup, Senapati, Tamenglong, Thoubal, West Imphal (Adm2)."
2016-0102-IND,2016,102,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,India,IND,Southern Asia,Asia,Kolkata district (West Bengal province),,,,,,,,,,,,,,2016,3,31,2016,3,31,25,100,,,100,,,,93.87843648,2,,70292,Kolkata (Adm2).
2016-0278-IND,2016,278,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,India,IND,Southern Asia,Asia,Raigad district (Maharasthra),,,,,,,,,,,,,,2016,8,3,2016,8,3,42,,,,,,,,93.87843648,,,,
2016-0100-PAK,2016,100,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,"North-West Frontier, Gilgit-Baltistan provinces, Khyber Agency district (Federally Administered Tribal Areas province)",,,,,,,,7,Richter,36.473,71.13,,,2016,4,10,2016,4,10,6,42,100,,142,,,,93.87843648,1;2,2275;40409,23632,"Jammu and Kashmir (Administrative unit not available), North-West Frontier (Adm1). Khyber Agency (Adm2)."
1902-0014-CHN,1902,14,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"XINJIANG, TURKESTAN",,,,,,,,8,Richter,39.88,76.2,4:50,,1902,8,22,1902,8,22,2500,,,,,,,,3.391844543,,,,
1905-0010-CHN,1905,10,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Sichuan province,,,,,,,,5,Richter,29.3,104.8,10:33,,1905,11,8,1905,11,8,,,,,,,,,3.522300102,,,,
1906-0029-CHN,1906,29,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Xinjiang province,,,,,,,,8,Richter,43.5,85.5,0:21,,1906,12,23,1906,12,23,280,,10000,,10000,,,,3.522300102,,,,
1909-0020-CHN,1909,20,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yunnan province,,,,,,,,7,Richter,24.4,103,22:30,,1909,5,11,1909,5,11,21,,,,,,,,3.522300102,,,,
2014-0075-THA,2014,75,,Technological,Technological,Industrial accident,Collapse,,Construction plant of an hospital,Thailand,THA,South-Eastern Asia,Asia,Bangkok,,,,,No,No,,,m3,,,,,2014,2,25,2014,2,25,10,17,,,17,,,,92.59898057,,,,
2016-0480-CHN,2016,480,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Xinjinag Uygur Zizhiqu province,,,,,,,,7,Richter,39.238,74.047,22:24,,2016,11,25,2016,11,25,1,,37200,,37200,,,5500,93.87843648,1,927,,Xinjiang Uygur Zizhiqu (Adm1).
